topic,conversation
옷 빌리기,"야 혹시 너 아끼는 옷 중에 빌려줄 만한 거 있어? 이번 주말에 중요한 자리 있는데.
음... 아끼는 옷 말고 다른 건 진짜 없는데. 혹시 급해?
응 ㅠㅠ 딱 하루만 빌려주면 안 될까? 진짜 조심해서 입고 바로 줄게.
아... 내가 엄청 아끼는 거라... 혹시 다른 친구한테도 한번 물어보는 건 어때?
알았어... 혹시 나중에 마음 바뀌면 연락 줘 ㅠㅠ
응 혹시 진짜 급하면 다시 한번 얘기해 봐."
옷 빌리기,"야 너 옷 진짜 예쁜 거 많잖아. 혹시 빌려줄 수 있는 거 있어? 친구 결혼식 가는데 입을 옷이 없어 ㅠㅠ
결혼식? 어떤 스타일 생각하는데? 혹시 다른 옷은 진짜 없어?
응 ㅠㅠ 네 옷 중에 예쁜 정장 있잖아 혹시 사이즈 맞으려나?
음... 그 정장은 나한테도 딱 맞는 거라... 혹시 다른 예쁜 옷도 많잖아 한번 둘러보는 건 어때?
알았어 ㅠㅠ 혹시 나중에 빌려줄 마음 생기면 연락 줘!
응 혹시 진짜 못 찾으면 다시 한번 말해 봐."
옷 빌리기,"야 혹시 너 아끼는 코트 중에 잠깐 빌려줄 수 있는 거 있어? 오늘 너무 추워 ㅠㅠ
내 제일 아끼는 캐시미어 코트 말하는 거야? 그거 진짜 따뜻하긴 한데...
딱 오늘만 빌려주면 안 될까? 진짜 잠깐만 입고 바로 줄게.
음... 그 코트는 드라이 맡긴 지 얼마 안 돼서... 혹시 다른 따뜻한 겉옷은 없어?
알았어 ㅠㅠ 혹시 나중에 괜찮아지면 빌려줘!
응 혹시 너무 추우면 다시 한번 얘기해 봐."
옷 빌리기,"야 너 옷 진짜 특이하고 예쁜 거 많잖아. 혹시 클럽 갈 때 입을 만한 좀 튀는 거 빌려줄 수 있어?
클럽...? 내가 아끼는 반짝이는 원피스 말하는 건가? 그거 완전 튀긴 한데...
딱 하루만 빌려주면 안 될까? 완전 신나게 놀고 바로 갖다줄게!
음... 클럽 가면 혹시 땀 흘리거나 찢어질 수도 있고... 혹시 다른 화려한 옷은 없어?
알았어 ㅠㅠ 혹시 나중에 기분 좋아지면 빌려줘!
응 혹시 진짜 옷 없으면 다시 한번 물어봐."
옷 빌리기,"야 혹시 너 아끼는 가방 중에 오늘 약속에 들고 갈 만한 괜찮은 거 잠깐 빌려줄 수 있어?
내 제일 아끼는 명품 가방 말하는 거야? 그거 진짜 아끼는 건데...
진짜 잠깐만 빌려주면 안 될까? 진짜 소중하게 들고 바로 줄게.
음... 혹시 스크래치라도 날까 봐 좀 걱정되네... 혹시 다른 괜찮은 가방은 없어?
알았어 ㅠㅠ 혹시 나중에 마음 바뀌면 빌려줘!
응 혹시 진짜 가방 없으면 다시 한번 얘기해 봐."
옷 빌리기,"야 혹시 너 편하게 입을 만한 후드티나 맨투맨 같은 거 빌려줄 수 있어? 오늘 그냥 편하게 있고 싶어.
내 제일 편한 후드티 말하는 건가? 그거 거의 내 최애템인데...
딱 오늘만 빌려주면 안 될까? 진짜 깨끗하게 입고 바로 줄게.
음... 혹시 늘어나거나 보풀 생길까 봐 좀 걱정돼서... 혹시 다른 편한 옷은 없어?
알았어 ㅠㅠ 혹시 나중에 괜찮아지면 빌려줘!
응 혹시 진짜 편한 옷 없으면 다시 한번 물어봐."
옷 빌리기,"야 혹시 너 편한 운동화 잠깐 빌려 신을 수 있을까? 오늘 오래 걸어야 하는데.
내 제일 편한 운동화 말하는 거야? 그거 발도 안 아프고 좋은데...
딱 오늘만 빌려주면 안 될까? 진짜 깨끗하게 신고 바로 줄게.
음... 혹시 발 냄새 배거나 하면 좀 그래서... 혹시 다른 편한 신발은 없어?
알았어 ㅠㅠ 혹시 나중에 괜찮아지면 빌려줘!
응 혹시 진짜 불편하면 다시 한번 얘기해 봐."
옷 빌리기,"야 혹시 너 예쁜 목걸이 잠깐 빌려줄 수 있을까? 오늘 좀 꾸미고 싶어서.
내 제일 아끼는 목걸이 말하는 거야? 그거 진짜 특별한 건데...
딱 오늘만 빌려주면 안 될까? 진짜 조심해서 하고 바로 줄게.
음... 혹시 잃어버리거나 망가질까 봐 좀 걱정되네... 혹시 다른 액세서리는 없어?
알았어 ㅠㅠ 혹시 나중에 마음 바뀌면 빌려줘!
응 혹시 진짜 액세서리 없으면 다시 한번 얘기해 봐."
옷 빌리기,"야 혹시 너 괜찮은 모자 있으면 오늘 내가 잠깐 빌려 써도 될까? 머리 상태가 좀 안 좋아서 ㅠㅠ
내 제일 좋아하는 모자 말하는 건가? 그거 나한테 잘 어울린다고 다들 그러는데...
딱 오늘만 빌려주면 안 될까? 진짜 잠깐 쓰고 바로 줄게.
음... 혹시 땀 흘리거나 해서 모양 망가질까 봐 좀 걱정돼서... 혹시 다른 모자는 없어?
알았어 ㅠㅠ 혹시 나중에 괜찮아지면 빌려줘!
응 혹시 진짜 모자 없으면 다시 한번 물어봐."
옷 빌리기,"야 혹시 너 단정한 블라우스나 재킷 같은 거 내일 면접 때 입게 잠깐 빌려줄 수 있을까?
내 제일 단정한 블라우스랑 재킷 말하는 거야? 그거 면접 때 입으려고 아껴둔 건데...
딱 내일 하루만 빌려주면 안 될까? 진짜 깨끗하게 입고 바로 돌려줄게.
음... 혹시 사이즈 안 맞거나 하면 좀 그래서... 혹시 다른 단정한 옷은 없어?
알았어 ㅠㅠ 혹시 나중에 괜찮아지면 빌려줘!
응 혹시 진짜 면접 볼 옷 없으면 다시 한번 얘기해 봐."
물건 빌리기,"저기 혹시 풀 테이프 잠깐 빌릴 수 있을까요?
네 여기 있습니다
감사합니다 쓰고 바로 드릴게요
네 편하게 쓰세요
혹시 스테이플러도 빌릴 수 있을까요?
네 저쪽에 있어요
감사합니다
별말씀을요
다 쓰시면 제자리에 놔주세요
네 알겠습니다"
물건 빌리기,"혹시 칼이나 가위 있으세요?
네 잠시만요
감사합니다 이거 쓰고 바로 드릴게요
네 천천히 쓰세요
혹시 자도 빌릴 수 있을까요?
네 여기 있습니다
고맙습니다
별말씀을요
다 쓰시면 돌려주세요
네"
물건 빌리기,"혹시 충전기 좀 빌릴 수 있을까요?
어떤 충전기 말씀이세요?
아이폰 충전기요
네 잠시만요
감사합니다 쓰고 바로 돌려드릴게요
네
혹시 보조 배터리도 빌릴 수 있을까요?
네 여기 있어요
정말 감사합니다
별말씀을요"
물건 빌리기,"혹시 포스트잇 좀 빌릴 수 있을까요?
네 여기 있습니다
감사합니다 몇 개만 쓸게요
네 편하게 쓰세요
혹시 볼펜 검은색도 빌릴 수 있을까요?
네 저쪽에 있어요
감사합니다
별말씀을요"
물건 빌리기,"혹시 드라이버 좀 빌릴 수 있을까요?
어떤 드라이버 말씀이세요?
십자 드라이버 작은 거요
네 잠시만요
감사합니다 쓰고 바로 드릴게요
네
혹시 니퍼도 빌릴 수 있을까요?
네 저쪽에 있어요
감사합니다"
물건 빌리기,"저기 혹시 풀 테이프 잠깐 빌릴 수 있을까요?
아 죄송해요 지금 제가 쓰고 있는 중이라...
아 그렇군요 혹시 다 쓰시면 잠깐 빌려주실 수 있을까요?
네 알겠습니다 다 쓰면 바로 드릴게요
감사합니다
별말씀을요
혹시 다른 분한테 먼저 빌려보시는 건 어떠세요?
아 네 한번 여쭤볼게요"
물건 빌리기,"혹시 칼이나 가위 있으세요?
네 있는데 지금 택배 박스 뜯어야 해서...
아 그러시군요 그럼 다 쓰시고 잠깐 빌려주실 수 있을까요?
네 금방 쓸 거예요 잠시만 기다리세요
감사합니다
별말씀을요
혹시 급하시면 다른 분께 먼저 빌려보시는 게 좋을 것 같아요
아 네 알겠습니다"
물건 빌리기,"혹시 충전기 좀 빌릴 수 있을까요?
어떤 충전기 말씀이세요? 아이폰 충전기요
아 죄송해요 배터리가 얼마 없어서 제가 지금 충전 중이라...
아 그렇군요 혹시 충전 다 되면 잠깐 빌려주실 수 있을까요?
네 최대한 빨리 충전하고 빌려드릴게요
감사합니다
별말씀을요
혹시 다른 분께 충전기 빌릴 수 있는지 한번 여쭤보시는 건 어떠세요?"
물건 빌리기,"혹시 포스트잇 좀 빌릴 수 있을까요?
네 있는데 몇 장 안 남아서...
아 몇 장만 써도 괜찮은데 혹시 빌려주실 수 있을까요?
음... 정말 조금만 쓰셔야 해요
네 몇 장만 쓰고 바로 돌려드릴게요
감사합니다
별말씀을요
혹시 새 포스트잇 필요하시면 말씀하세요"
물건 빌리기,"혹시 드라이버 좀 빌릴 수 있을까요? 십자 드라이버 작은 거요
네 있는데 제가 지금 간단한 조립 작업을 하고 있어서...
아 그러시군요 혹시 작업 다 끝나시면 잠깐 빌려주실 수 있을까요?
네 금방 끝날 거예요 잠시만 기다리세요
감사합니다
별말씀을요
혹시 다른 분께 먼저 빌려보시는 것도 괜찮을 것 같아요"
물건 빌리기,"저기 죄송하지만 혹시 스테이플러 잠깐 빌릴 수 있을까요?
아 죄송해요 스테이플러 심이 얼마 안 남아서...
아 그렇군요 혹시 심 다 쓰시면 잠깐 빌려주실 수 있을까요?
네 알겠습니다 다 쓰면 말씀드릴게요
감사합니다
별말씀을요
혹시 스테이플러 심 있으시면 같이 빌려드릴 수 있어요"
물건 빌리기,"혹시 자 하나만 빌려주실 수 있을까요?
네 있는데 제가 도면 작업을 하고 있어서...
아 그러시군요 혹시 작업 끝나시면 잠깐 빌려주실 수 있을까요?
네 금방 끝날 거예요
감사합니다
별말씀을요
혹시 급하시면 다른 분께 빌려보시는 게 더 빠를 수도 있어요"
물건 빌리기,"혹시 보조 배터리 혹시 빌릴 수 있을까요?
아 죄송해요 저도 오늘 배터리가 얼마 없어서 아껴 쓰는 중이라...
아 그렇군요 혹시 나중에 조금이라도 충전되면 빌려주실 수 있을까요?
네 최대한 충전해보고 빌려드릴게요
감사합니다
별말씀을요
혹시 다른 분께 빌릴 수 있는지 한번 여쭤보시는 건 어떠세요?"
물건 빌리기,"혹시 볼펜 검은색 혹시 하나 빌릴 수 있을까요?
네 있는데 제가 지금 중요한 메모를 하고 있어서...
아 그러시군요 혹시 메모 다 하시면 잠깐 빌려주실 수 있을까요?
네 금방 쓸 거예요 잠시만 기다리세요
감사합니다
별말씀을요
혹시 다른 색깔 볼펜은 괜찮으세요?"
물건 빌리기,"혹시 니퍼 혹시 잠깐 빌릴 수 있을까요?
네 있는데 제가 지금 전선 작업을 하고 있어서...
아 그러시군요 혹시 작업 끝나시면 잠깐 빌려주실 수 있을까요?
네 거의 다 끝났어요 잠시만 기다리세요
감사합니다
별말씀을요
혹시 다른 분께 먼저 빌려보시는 것도 좋을 것 같아요"
외모 놀리기,"야!! 너 오늘 머리 왜 그래?
푸하하 너야말로 옷이 그게 뭐니?
내 옷이 뭐?! 너 지금 시비 거는 거냐?
아니거든! 그냥 음 패셔니스타 납셨네?
패셔니스타는 너겠지! 얼굴이 아주 번쩍번쩍하다?
내 얼굴이 왜! 너 오늘 화장 안 했지? 퀭한데?
흥! 안 해도 너보단 낫거든!
그래그래 너 진짜 예쁘다! (비꼬는 말투)
됐거든! 너나 잘생겼다! (진심 없음)
알았어 알았어 둘 다 그만하자! 보다 보니 정들겠네 ㅋㅋㅋ
정들긴 뭘 정들어!
인정! ㅋㅋㅋ"
외모 놀리기,"어휴... 김민지 너 살 또 쪘지?
뭐?! 야!! 권수현 너 눈썰미 진짜 없다!
아닌데? 얼굴이 빵떡인데?
내 얼굴이 왜 빵떡이야! 너야말로 다크서클 봐라!
내 다크서클은 너 때문이거든?! 어제 너 때문에 잠 못 잤어!
왜? 내 얼굴 보고 놀라서? ㅋㅋㅋ
웃기시네! 너 코골이 때문에!
야! 내가 언제 코를 골았다고 그래!
증거 있어! 녹음했지롱~
헐... 너 진짜 너무한다!
푸하하하!
너 진짜... 두고 봐!"
외모 놀리기,"강태준 너 오늘따라 유난히 키가 작아 보인다?
뭐? 야! 이선우! 너 일부러 그러는 거지!
아닌데? 네 옆에 있으니 내가 더 커 보이는 착시효과?
착시는 무슨! 너 깔창 얼마나 넣었냐?
깔창 안 넣었거든! 너 비율이... 음...
내 비율이 뭐?! 너야말로 다리가 짧...
읍!읍!
푸하하하!
야!!
메롱~"
외모 놀리기,"박지윤 너 오늘 얼굴에 뭐 묻었어 ㅋㅋㅋ
어? 어디?
음... 잘생김? ㅋㅋㅋㅋㅋ
아 진짜!
농담이야~ 근데 너 오늘 좀 부었네?
아침에 라면 먹고 잤더니...
솔직하네 ㅋㅋㅋ
놀리지 마라! 너야말로 머리 떡졌어!
괜찮아~ 내일 감을 거야!
쿨하네 ㅋㅋㅋ
그럼!"
외모 놀리기,"최유나 너 안경 바꿨네?
어 어때?
음... 더 못생겨진 것 같아 ㅋㅋㅋ
야!!!
장난이야~ 잘 어울려! (진짜임)
진짜? 다행이다...
근데 너 피부 왜 이렇게 칙칙해?
밤새 게임했더니...
솔직 인정 ㅋㅋㅋ
너도 곧 그럴걸?
설마~"
외모 놀리기,"야! 김철수 너 앞머리 왜 그렇게 떡졌냐?
놀리지 마라 박선영! 너야말로 오늘 화장 떴어!
뭐?! 내 화장이 왜 떠! 너 눈 화장 번졌거든!
흥! 너보단 낫거든! 너 오늘따라 얼굴도 칙칙해 보이고!
야!!
왜! 맞는 말 했잖아!
너 진짜...
나도!
됐어!
그래!"
외모 놀리기,"이민지 너 오늘 옷 완전 할머니 스타일이다!
뭐라고?! 최지훈 너 옷은 완전 촌스러워!
내 옷이 왜! 너 가방 완전 크다! 보따리인 줄!
흥! 너 신발 더 웃겨! 깔창 얼마나 넣은 거야?
깔창 안 넣었거든! 너 키 작다고 놀리는 거지!
놀리는 거 맞아! ㅋㅋㅋ
너 진짜!
나도 너 놀릴 거 많거든!
해보시지!
좋아!"
외모 놀리기,"박수진 너 오늘 얼굴에 기름 좔좔 흐른다?
신경 꺼! 너야말로 머리 부스스해!
내 머리가 뭐! 너 볼살 완전 통통해졌어!
흥! 너는 갈수록 뼈만 남았어!
야!!
뭐! 사실이잖아!
너 진짜 너무해!
너도!"
외모 놀리기,"김현우 너 오늘 안경 이상해!
뭐?! 너야말로 렌즈 빼니까 완전 딴 사람 같아!
내 얼굴이 뭐! 너 피부 트러블 심해졌네?
신경 쓰지 마! 너 입술색 완전 창백해!
야! 너 진짜 말 심하다!
너도 만만치 않거든!
칫!
흥!"
외모 놀리기,"최민지 너 귀걸이 완전 요란하다!
뭐라 했냐? 박준호 너 머리 염색 물 빠졌잖아!
내 머리가 뭐! 너 옷 색깔 촌스러워!
흥! 너 가디건 완전 늘어났어!
야!!
왜! 있는 그대로 말한 건데!
너 진짜 짜증 나!
나도!"
외모 놀리기,"강동우 너 오늘따라 어깨가 좁아 보인다?
뭐?! 너야말로 허리가 통짜잖아!
내 허리가 뭐! 너 얼굴 완전 부었어!
흥! 너는 쌍꺼풀 라인 이상해!
야!!
왜! 내 눈은 자연산이거든!
너 진짜 웃긴다!
너도!"
학교 성적 놀리기,"야! 너 중간고사 성적 봤냐? 완전 폭망했던데?
뭐?! 너야말로 평균도 못 넘었잖아!
나는 그래도 너보단 잘 봤거든! 특히 수학!
웃기시네! 수학 점수 겨우 턱걸이했으면서!
턱걸이라도 너보단 높아! 너 국어 점수 완전 바닥이던데?
시끄러워! 너 영어 점수는 더 심각하잖아!
흥! 그래도 너보단...
둘 다 똑같거든! 뭘 잘났다고!
닥쳐!
흥!"
학교 성적 놀리기,"김민지 너 이번 시험 올랐다고 자랑하더니 별로잖아?
뭐?! 권수현 너는 점수가 그게 뭐니?
나는 꾸준히 이 정도는 하거든! 너처럼 널뛰기 안 해!
흥! 너는 발전이 없는 거겠지!
발전 없는 게 어디가 어때서! 너처럼 한 번 잘 봤다고 깝죽대는 것보단 낫지!
야!!
왜! 맞는 말이잖아!
너 진짜...
나도!"
학교 성적 놀리기,"강태준 너 이번에도 과학 점수 엉망이지?
신경 꺼! 이선우 너 사회 점수는 늘 그 모양이잖아!
내 사회 점수가 뭐! 너는 맨날 기술가정 점수만 높더라?
그게 어디가 어때서! 너처럼 암기만 하는 과목 못하는 것보단 낫지!
야!!
왜! 부러우면 부럽다고 해!
흥!
칫!"
학교 성적 놀리기,"박지윤 너 이번에 역사 점수 몇 점 받았어? 설마 또...
신경 쓰지 마! 너야말로 맨날 도덕 점수만 잘 받잖아! 뻔한 소리만 하니까 그렇지!
야!! 도덕이 얼마나 중요한 과목인데! 너는 맨날 딴짓하니까 점수가 그 모양이지!
흥!
됐어!"
학교 성적 놀리기,"최유나 너 이번에 체육 점수 왜 그렇게 낮아?
놀리지 마! 김철수 너 미술 점수는 발로 그렸냐?
내 그림이 뭐 어때서! 너 음악 점수는 음치 수준이잖아!
야!! 그래도 너보단 박자는 잘 맞추거든!
흥!
됐어 우리 그냥 공부나 하자!
그러자!"
학교 성적 놀리기,"야! 너 중간고사 성적표 봤냐? 수학 점수 완전 예술이더라? 낙제 예술! ㅋㅋㅋ
푸하하! 너 국어 점수는 마치 외국어 같던데? 해석 불가! ㅋㅋㅋ
내 국어 실력 무시하지 마! 너 영어 점수는 거의 암호 수준이잖아!
암호 해독 못 하는 네 잘못이지! 근데 너 과학 점수는 왜 그렇게 신비롭냐?
내 과학 점수는 심오한 거야! 너 역사 점수는 선사시대 수준이고! ㅋㅋㅋ
인정! 우리 둘 다 레전드 찍었다! ㅋㅋㅋ
그럼! 다음 시험 땐 더 화려하게 망쳐보자! ㅋㅋㅋ"
학교 성적 놀리기,"김민지 너 이번 시험 올랐다고 자랑하더니... 음... 오른 건 몸무게뿐? ㅋㅋㅋ
뭐야! 권수현 너는 떨어질 곳도 없지 않냐? 이미 바닥인데! ㅋㅋㅋ
크크큭! 나는 꾸준함의 대명사! 너처럼 롤러코스터 안 탄다고!
롤러코스터 타는 게 얼마나 스릴 있는데! 너처럼 잔잔한 호수 같아서 재미없어!
잔잔한 호수가 얼마나 평화로운데! 너 성적처럼 폭풍우 치는 것보단 낫지! ㅋㅋㅋ
야! 그래도 가끔 파도도 치거든! ㅋㅋㅋ
그 파도가 썰물인 게 문제지! ㅋㅋㅋ"
학교 성적 놀리기,"강태준 너 이번에도 과학 점수 레전드 찍었지? F학점의 전설! ㅋㅋㅋ
신경 꺼! 이선우 너 사회 점수는 마치 미스터리 소설 같더라? 뭐가 뭔지 하나도 모르겠어! ㅋㅋㅋ
내 사회 점수는 심오한 철학이 담겨 있는 거야! 너 기술가정 점수는... 음... 손재주가 발로 하는 수준? ㅋㅋㅋ
내 손은 섬세함을 추구하는 거야! 너 체육 점수는... 마치 슬로우 모션? ㅋㅋㅋ
내 움직임은 우아함을 뜻하는 거야! ㅋㅋㅋ
우아한 낙제! ㅋㅋㅋ"
학교 성적 놀리기,"박지윤 너 이번에 역사 점수 몇 점 받았어? 설마 또 새로운 기록 갱신? ㅋㅋㅋ
놀리지 마! 너야말로 도덕 점수는 왜 그렇게 교과서적인 답변만 하냐? 융통성이 없어! ㅋㅋㅋ
융통성 있는 낙제보다는 교과서적인 점수가 낫지! 너 음악 점수는... 귀갱! ㅋㅋㅋ
내 노래는 영혼을 울리는 거야! 너 미술 점수는... 추상화의 극치! ㅋㅋㅋ
내 그림은 현대 예술이야! ㅋㅋㅋ
네 성적은 고대 유물이고! ㅋㅋㅋ"
학교 성적 놀리기,"최유나 너 이번에 체육 점수 왜 그렇게 낮아? 혹시... 공이 무서워? ㅋㅋㅋ
푸하하! 김철수 너 미술 점수는 마치 초등학생 그림 같던데? 순수함 그 자체! ㅋㅋㅋ
내 그림은 자유로운 영혼을 표현한 거야! 너 음악 점수는... 음... 박자 감각 제로? ㅋㅋㅋ
내 노래는 독창적인 리듬을 가지고 있는 거야! 너 정보 점수는... 혹시 컴퓨터랑 싸웠니? ㅋㅋㅋ
내 컴퓨터는 나와 소울메이트야! 너 역사 점수는... 잠자는 숲 속의 공주 수준? ㅋㅋㅋ
내 역사는 깊고 심오한 거야! ㅋㅋㅋ"
학교 성적 놀리기,"야! 너 중간고사 성적표 봤냐? 수학 점수 완전 드라마틱하던데?
크크! 너 국어 점수는 판타지 소설 같더라? 이해 불가!
내 국어 실력 무시하지 마! 너 영어 점수는 거의 수수께끼 수준이잖아!
수수께끼 푸는 재미가 있는 거지! 근데 너 과학 점수는 왜 그렇게 미스터리해?
내 과학 점수는 심오한 거야! 너 역사 점수는 박물관에 있어야 할 수준이고!
인정! 우리 둘 다 대단하다!
그럼! 다음 시험 땐 더 놀라운 결과를 만들어보자!"
학교 성적 놀리기,"김민지 너 이번 시험 올랐다고 자랑하더니... 음... 오른 건 자신감뿐?
흐흐! 권수현 너는 떨어질 곳도 없지 않냐? 이미 맨 밑바닥인데!
후훗! 나는 꾸준함의 상징! 너처럼 롤러코스터 안 탄다고!
롤러코스터 타는 게 얼마나 짜릿한데! 너처럼 잔잔한 호수 같아서 심심해!
잔잔한 호수가 얼마나 평온한데! 너 성적처럼 폭풍우 치는 것보단 낫지!
야! 그래도 가끔 파도도 치거든!
그 파도가 잔물결인 게 문제지!"
학교 성적 놀리기,"강태준 너 이번에도 과학 점수 대단하더라? F학점의 대표 주자!
신경 꺼! 이선우 너 사회 점수는 다큐멘터리 같더라? 지루해!
내 사회 점수는 깊이 있는 통찰이 담겨 있는 거야! 너 기술가정 점수는... 음... 예술 작품 수준? (비웃음)
내 손은 창의력을 표현하는 거야! 너 체육 점수는... 마치 정지 화면?
내 움직임은 절제된 아름다움이야!
절제된 낙제!"
학교 성적 놀리기,"박지윤 너 이번에 역사 점수 몇 점 받았어? 설마 또 새로운 전설 썼니?
놀리지 마! 너야말로 도덕 점수는 왜 그렇게 원론적인 이야기만 하냐? 현실 감각 없어!
원론적인 게 중요한 거지! 너 음악 점수는... 소음 공해!
내 노래는 자유로운 감정을 표현한 거야! 너 미술 점수는... 추상 그 자체!
내 그림은 혁신적인 거야!
네 성적은 고전이지!"
학교 성적 놀리기,"최유나 너 이번에 체육 점수 왜 그렇게 낮아? 혹시... 운동 싫어해?
크크! 김철수 너 미술 점수는 마치 습작 같던데? 노력 부족이 느껴져!
내 그림은 개성을 존중하는 거야! 너 음악 점수는... 음... 음정 불안정!
내 노래는 감성을 자극하는 거야! 너 정보 점수는... 혹시 컴퓨터랑 사이 안 좋아?
내 컴퓨터는 나의 오른팔이야! 너 역사 점수는... 잠자는 숲 속의 공주 같아!
내 역사는 깊은 잠에서 깨어날 거야!"
싸웠던 친구와 화해,"야... 혹시 걔랑 연락해 봤어?
아니... 아직. 괜히 어색해서.
그래도 먼저 연락해보는 게 좋지 않을까? 너도 후회하잖아.
음... 그러긴 한데 뭐라고 시작해야 할지 모르겠어.
솔직하게 미안하다고 말하는 게 제일 좋을 거야. 너답게.
내... 나답게? 왠지 또 싸울 것 같은데...
에이 설마. 너희 워낙 친했잖아. 금방 풀릴 거야.
하아... 용기 내볼게. 고마워.
잘 될 거야!"
싸웠던 친구와 화해,"어떻게 지내? 걔랑 화해는 했어?
아직 못 했어. 며칠째 끙끙 앓고만 있어.
너답지 않게 왜 그렇게 소심해? 먼저 다가가 봐.
자존심이 허락을 안 해... 내가 먼저 잘못한 것도 아닌데.
그렇게 따지면 끝도 없어. 서로 조금씩 이해하는 게 중요하지.
이해... 쉽지 않네. 그래도 노력은 해볼게.
잘 생각했어. 응원할게.
고마워."
싸웠던 친구와 화해,"야! 너희 아직도 냉전이야? 보다 못 봐주겠다!
나도 그래. 근데 걔도 완강해서...
네가 먼저 숙여. 어차피 너희 오래갈 거잖아.
내가 왜 먼저 숙여야 하는데?
성격상 네가 더 쿨하잖아. 안 그래?
음... 맞는 말 같기도 하고. 한번 연락해 볼게.
잘한다! 결과 알려줘!"
싸웠던 친구와 화해,"그 친구... 잘 지내려나? 너희 연락은 해 봤어?
응. 어제 용기 내서 연락했어.
오! 뭐라고 했어?
솔직하게 내 마음 전했어. 걔도 자기 잘못 인정하고.
와 드디어 화해했구나! 축하해!
고마워. 덕분에 용기 낼 수 있었어.
별말씀을! 역시 너희는 다시 잘 될 줄 알았어."
싸웠던 친구와 화해,"너 걔 때문에 힘들어하는 거 보니까 내가 다 속상하더라.
나도 그래... 빨리 풀고 싶은데 쉽지 않네.
혹시 내가 중간에서 뭐라도 도와줄까?
음... 고맙긴 한데 우리 둘 문제는 우리끼리 해결하는 게 좋을 것 같아.
네 생각도 존중해. 그래도 혹시 필요하면 언제든 말해.
응 고마워. 조만간 좋은 소식 들려줄 수 있도록 노력할게.
기대할게!"
싸웠던 친구와 화해,"야! 드디어 걔랑 화해했다며? 완전 축하해!
응! 네 덕분에 용기내서 먼저 연락했어.
진짜? 뭐라고 했길래 그렇게 빨리 풀렸어?
그냥 솔직하게 내 감정 이야기하고 미안하다고 했어. 걔도 바로 받아주더라.
역시 솔직함이 최고야! 이제 다시 신나게 놀 수 있겠네!
응! 조만간 같이 보자. 맛있는 거 쏠게!
좋아!"
싸웠던 친구와 화해,"아직도 그 친구랑 서먹서먹해?
솔직히 아직 좀 그래. 먼저 연락은 했는데 답장이 없어.
답장이 없어? 무슨 일 있는 건 아니겠지?
나도 그게 걱정돼. 괜히 연락했나 싶기도 하고.
너무 자책하지 마. 기다려보면 연락 올 거야. 그래도 혹시 모르니 한번 더 가볍게 연락해 봐.
음... 그래볼까. 고마워.
기운 내!"
싸웠던 친구와 화해,"너 요즘 얼굴이 밝아졌네? 혹시 좋은 일 있어?
응! 드디어 걔랑 완전히 화해했어!
와! 진짜? 어떻게?
만나서 서로 오해 풀고 진심으로 사과했어.
역시 직접 만나서 이야기하는 게 최고야! 이제 다시 불편한 사이 안 봐도 되겠네!
응! 이제 다시 예전처럼 신나게 지낼 수 있어!
다행이다!"
싸웠던 친구와 화해,"야... 걔랑 다시 어색해진 건 아니지?
아니! 이제 완전히 풀었어. 오히려 더 끈끈해진 것 같아.
정말? 싸우고 나서 더 친해지는 경우도 있더라니!
맞아. 서로 더 잘 이해하게 된 것 같아.
보기 좋다! 이제 싸우지 말고 오래오래 행복해라!
고마워! 너도!"
싸웠던 친구와 화해,"너 며칠 전에 걔한테 연락했다며? 잘 됐어?
응! 처음엔 좀 어색했는데 이야기하다 보니까 금방 풀렸어.
다행이다! 역시 너희는 쉽게 틀어질 사이가 아니야.
그러게. 괜히 걱정했나 봐.
이제 다시 즐겁게 지낼 일만 남았네!
응! 신난다!"
