topic,conversation
돈 빌리기,"저기 혹시 급하게 돈 빌릴 수 있을까?
얼마나 필요하신데요?
이번 달 월급날까지 5만 원만 빌려줄 수 있을까?
5만 원이요? 갑자기 무슨 일이 있으세요?
이번 달 지출이 좀 많아서... 월급 받으면 바로 갚을게.
네 알겠습니다 잠시만요
여기 5만 원이요
정말 고마워! 덕분에 한숨 돌렸다.
다음에 꼭 갚을게.
별말씀을요 힘든 일 있으시면 언제든 말씀하세요."
돈 빌리기,"혹시 잠깐 시간 괜찮으세요?
네 무슨 일이세요?
다름이 아니라 혹시 돈 좀 빌릴 수 있을까 해서요.
얼마나 필요하신데요? 그리고 언제까지 갚으실 수 있으세요?
10만 원 정도 빌리고 싶은데 다음 달 초에 월급 받으면 바로 갚을 수 있어요.
음... 10만 원이면 저한테도 조금 부담이 되긴 하는데...
정말 급해서 그러는데 안 될까요?
알겠습니다. 빌려드릴게요.
정말 감사합니다! 잊지 않고 꼭 갚을게요."
돈 빌리기,"저... 혹시 실례가 안 된다면 돈 좀 빌릴 수 있을까요?
갑자기 무슨 일이세요?
다름이 아니라 급하게 돈이 좀 필요해서요.
얼마나 필요하신데요?
3만 원만 빌려주시면 정말 감사하겠습니다.
3만 원이요? 언제까지 갚으실 수 있으세요?
이번 주 안으로 꼭 갚겠습니다.
알겠습니다. 잠시만 기다리세요."
돈 빌리기,"혹시 저한테 돈 좀 빌려주실 수 있으세요?
얼마나 필요하신데요?
2만 원만 빌려주시면 감사하겠습니다.
2만 원이요? 어디에 쓰시려고요?
급하게 교통비가 좀 부족해서요.
아... 그러시군요. 잠시만요."
돈 빌리기,"저기 혹시 급하게 그런데 돈 좀 빌려줄 수 있어?
얼마나 필요한데?
만 원만 빌려주면 진짜 고맙겠어.
만 원? 무슨 일 있어?
지갑을 잃어버려서...
아이고... 여기 만 원. 힘내."
돈 빌리기,"김 주임님 혹시 급하게 여쭤볼 게 있는데요. 실례가 안 된다면 돈 좀 빌릴 수 있을까요?
박 대리님 얼마나 필요하신데요? 무슨 급한 일이라도 있으세요?
네 다름이 아니라 이번 달 개인적인 지출이 좀 많아서 다음 월급날까지 7만 원 정도만 빌려주시면 정말 감사하겠습니다.
음... 7만 원이시면 흔쾌히 빌려드릴 수 있습니다.
정말 감사합니다 김 주임님! 월급 받으면 바로 갚겠습니다.
네 잊지 마시고요. 혹시 다른 어려움 있으시면 언제든 말씀하세요 박 대리님.
네 감사합니다.
별말씀을요.
다음에 커피라도 한번 살게요.
좋습니다. 잘 해결되길 바랍니다."
돈 빌리기,"최 대리님께 조심스럽게 여쭤봅니다. 혹시 개인적으로 돈 좀 빌릴 수 있을까요?
이선배님 갑자기 무슨 일이세요? 얼마나 필요하신데요?
네 다름이 아니라 갑자기 예상치 못한 지출이 생겨서 그런데 3만 원만 빌려주시면 정말 감사하겠습니다.
3만 원이시군요. 급하신 거라면 빌려드릴 수 있습니다. 언제쯤 갚으실 수 있으세요?
다음 주 금요일까지 꼭 갚겠습니다.
알겠습니다. 잠시만 기다리세요 이선배님.
정말 감사합니다 최 대리님!
천만에요.
덕분에 정말 마음이 놓입니다.
다음에 맛있는 거라도 한번 사주세요.
그렇게 하겠습니다."
돈 빌리기,"박 과장님께 실례를 무릅쓰고 부탁드립니다. 혹시 개인적으로 급하게 돈 좀 빌릴 수 있을까요?
김 대리님 무슨 일이십니까? 얼마나 필요하신지요?
네 다름이 아니라 갑자기 부모님 병원비가 급하게 필요해서 그러는데 20만 원만 빌려주시면 정말 감사하겠습니다.
20만 원... 적지 않은 금액이긴 합니다만 급하신 일이라고 하시니 빌려드리겠습니다. 언제쯤 변제 가능하실까요?
다음 달 월급날에 꼭 갚겠습니다. 정말 죄송하고 감사합니다 박 과장님.
알겠습니다. 힘든 일 있으시면 혼자 끙끙 앓지 마시고 말씀하세요 김 대리님.
정말 감사합니다.
천만에요.
덕분에 큰 도움 받았습니다.
별말씀을요. 잘 해결되시길 바랍니다."
돈 빌리기,"최 차장님께 조심스럽게 여쭤봅니다. 혹시 개인적으로 급하게 소액만 빌릴 수 있을까요?
윤 주임님 얼마나 필요하신데요?
네 다름이 아니라 오늘 점심값이 조금 부족해서 그런데 만 원만 빌려주시면 정말 감사하겠습니다.
만 원이시군요. 급하시면 빌려드릴 수 있습니다.
정말 감사합니다 최 차장님!
별말씀을요.
덕분에 점심 굶지 않아도 되겠네요.
다음에 꼭 갚겠습니다."
돈 빌리기,"부장님께 죄송한 말씀 올립니다. 혹시 개인적으로 급하게 돈 좀 빌릴 수 있을까요?
강 대리 무슨 일인가? 얼마나 필요한가?
네 다름이 아니라 갑자기 차량 수리비가 예상보다 많이 나와서 그런데 50만 원만 빌려주시면 정말 감사하겠습니다.
50만 원... 큰 금액이군. 언제쯤 변제 가능한가?
두 달 안에 꼭 갚겠습니다. 정말 죄송합니다 부장님.
알았다. 급한 일이라면 빌려주도록 하지. 힘내게 강 대리.
정말 감사합니다 부장님!
그래. 잘 해결하도록 하게.
덕분에 정말 큰 도움 받았습니다.
알겠네."
돈 빌리기,"팀장님께 조심스럽게 여쭤봅니다. 혹시 개인적으로 급하게 돈 좀 빌릴 수 있을까요?
박 주임 무슨 일이야?
네 다름이 아니라 갑자기 조카 결혼식 축의금이 부족해서 그러는데 15만 원만 빌려주시면 정말 감사하겠습니다.
결혼식 축의금이시군요. 빌려드릴 수 있습니다. 언제쯤 갚으실 수 있으세요?
다음 달 월급날에 바로 갚겠습니다. 감사합니다 팀장님.
그래 알겠네. 좋은 일에 쓰도록 하게 박 주임.
정말 감사합니다.
천만에.
덕분에 체면 유지할 수 있겠네요.
잘 다녀오게."
돈 빌리기,"이사님께 실례를 무릅쓰고 여쭤봅니다. 혹시 개인적으로 급하게 소액만 빌릴 수 있을까요?
최 대리 무슨 일인가? 얼마나 필요한가?
네 다름이 아니라 오늘 갑자기 현금이 조금 필요한데 2만 원만 빌려주시면 정말 감사하겠습니다.
2만 원이라면 급하게 쓰도록 하게.
정말 감사합니다 이사님!
그래.
덕분에 급한 불 껐습니다.
수고하게."
돈 빌리기,"상무님께 조심스럽게 여쭤봅니다. 혹시 개인적으로 돈 좀 빌릴 수 있을까요?
김 과장 무슨 일인가?
네 다름이 아니라 갑자기 개인적인 사정으로 10만 원만 빌려주시면 정말 감사하겠습니다.
10만 원이군. 언제쯤 갚을 수 있나?
다음 달 초에 꼭 갚겠습니다.
알겠네. 급한 일 잘 처리하게 김 과장.
정말 감사합니다 상무님.
그래."
돈 빌리기,"본부장님께 죄송한 말씀 드립니다. 혹시 개인적으로 급하게 돈 좀 빌릴 수 있을까요?
이 대리 무슨 일인가?
네 다름이 아니라 갑자기 급하게 병원비가 필요해서 30만 원만 빌려주시면 정말 감사하겠습니다.
30만 원... 알겠네. 힘든 일 있으면 언제든 이야기하게 이 대리.
정말 감사합니다 본부장님.
그래."
돈 빌리기,"사장님께 감히 여쭤봅니다. 혹시 개인적으로 급하게 소액만 빌릴 수 있을까요?
박 주임 무슨 일인가?
네 다름이 아니라 오늘 점심 식사할 현금이 부족해서 만 원만 빌려주시면 정말 감사하겠습니다.
만 원이라면 급하게 쓰도록 하게 박 주임.
정말 감사합니다 사장님.
그래."
알바비 가불,"사장님 저 이번 주 알바비 미리 받을 수 있을까요?
이번 주 알바비 전부 다 말씀하시는 건가요?
아니요 5만 원만 먼저 받을 수 있을까요?
혹시 급한 일이라도 있으신가요?
네 갑자기 돈이 좀 필요해서요
알겠습니다 잠시만 기다려보세요
정말 감사합니다 사장님
다음부터는 미리 말씀해주세요
네 죄송합니다"
알바비 가불,"사장님께 여쭤볼 게 있는데요
무슨 일인가요?
다름이 아니라 알바비 조금만 미리 받을 수 있을까요?
얼마나 필요하신데요?
3만 원만 먼저 받을 수 있을까요?
음... 3만 원이라면 그렇게 하죠
정말 감사합니다 사장님!"
알바비 가불,"사장님 저 알바비 가불 가능할까요?
가불이요? 얼마나 필요하신데요?
2만 원만 미리 받을 수 있을까요?
이번 달에 무슨 일 있으세요?
네 용돈이 다 떨어져서요
알겠습니다 잠깐만 기다려요"
알바비 가불,"사장님 저 알바비 조금만 미리 주시면 안 될까요?
얼마나 필요한데요?
만원만 먼저 받을 수 있을까요?
갑자기 왜 그러시죠?
친구 생일 선물을 사야 해서요
알겠습니다 여기 있습니다"
알바비 가불,"사장님 저 알바비 가불 돼요?
가불이요?
네 조금만 미리 받고 싶은데요
얼마나 필요하신데요?
5천 원만 미리 받을 수 있을까요?
네 그렇게 하세요"
알바비 가불,"사장님 저 이번 주 알바비 좀 미리 받을 수 있을까요?
이번 주 급여 말씀이신가요?
네 4만 원만 먼저 받을 수 있을까요?
혹시 무슨 급한 사정이라도 있으신가요?
네 교통비가 좀 부족해서요
알겠습니다 잠시만 기다리세요
정말 감사합니다 사장님
다음부터는 미리미리 챙기도록 하세요
네 알겠습니다"
알바비 가불,"사장님께 조심스럽게 여쭤봅니다
무슨 일 있으신가요?
다름이 아니라 알바비 일부만 먼저 받을 수 있을까요?
얼마나 필요하신데요?
7만 원 정도 미리 받을 수 있을까요?
음... 7만 원이면 조금 그런데...
정말 급해서 그러는데 안 될까요?
알겠습니다 잠시만 기다려보세요"
알바비 가불,"사장님 저 알바비 미리 좀 받고 싶은데요
얼마나 필요하신데요?
6만 원만 먼저 받을 수 있을까요?
이번 달에 무슨 특별한 일이라도 있으세요?
네 개인적인 사정이 좀 있어서요
알겠습니다 잠시만 기다려 보세요"
알바비 가불,"사장님 저 알바비 조금만 미리 받을 수 없을까요?
얼마나 필요하신데요?
3만 5천 원만 먼저 받을 수 있을까요?
갑자기 돈이 필요한 이유라도 있으신가요?
네 급하게 책을 사야 해서요
알겠습니다 여기 있습니다"
알바비 가불,"사장님 저 알바비 가불 가능할까요?
가불이요? 얼마나 필요하신데요?
2만 5천 원만 미리 받고 싶습니다
이번 주에 무슨 일이 있으신가요?
네 친구랑 약속이 있어서요
알겠습니다 잠시만 기다리세요"
알바비 가불,"사장님 저 알바비 조금만 앞당겨 받을 수 있을까요?
얼마나 필요하신데요?
4만 5천 원만 먼저 받을 수 있을까요?
혹시 무슨 사정이라도 있으신가요?
네 부모님께 용돈을 드려야 해서요
알겠습니다 잠시만 기다리세요"
알바비 가불,"사장님 저 알바비 가불 안 될까요?
가불이요?
네 조금만 미리 받고 싶은데요
얼마나 필요하신데요?
1만 5천 원만 미리 받을 수 있을까요?
네 그렇게 하세요"
알바비 가불,"사장님 저 알바비 좀 미리 받을 수 있을까요?
이번 주 급여 말씀이신가요?
네 5만 5천 원만 먼저 받을 수 있을까요?
혹시 무슨 급한 사정이라도 있으신가요?
네 동생 생일 선물을 사야 해서요
알겠습니다 잠시만 기다리세요"
알바비 가불,"사장님께 여쭤볼 게 있습니다
무슨 일이시죠?
다름이 아니라 알바비 일부만 먼저 받을 수 있을까요?
얼마나 필요하신데요?
6만 5천 원 정도 미리 받을 수 있을까요?
음... 6만 5천 원이면 조금 그런데...
정말 급해서 그러는데 안 될까요?
알겠습니다 잠시만 기다려보세요"
알바비 가불,"사장님 저 알바비 미리 좀 받고 싶은데요
얼마나 필요하신데요?
3만 원만 먼저 받을 수 있을까요?
이번 달에 무슨 특별한 일이라도 있으세요?
네 데이트 비용이 좀 부족해서요
알겠습니다 잠시만 기다려 보세요"
돈 빌리기,"야 혹시 돈 좀 빌려줄 수 있냐?
얼마나 필요한데?
이번 달 용돈이 다 떨어져서 그런데 2만 원만 빌려주라.
2만 원? 너 또 뭐 사려고?
아니 그냥 밥값도 없고 교통비도 없어 ㅠㅠ
알았어 빌려줄게 계좌 불러
진짜 고마워! 내일 바로 갚을게.
그래 잊지 말고 갚아
당연하지!
착하다 착해"
돈 빌리기,"야 돈 좀 빌려줘
얼마나 필요한데?
5만 원만 빌려주라 다음 주에 바로 갚을게
너 요즘 돈 많이 쓰는 것 같더라?
그러게... 이번 달 쇼핑을 너무 많이 했어 ㅠㅠ
알았어 빌려줄게
진짜 고마워!
조심해서 쓰고 꼭 갚아"
돈 빌리기,"야 혹시 돈 좀 빌려줄 수 있냐?
얼마나 필요한데?
만 원만 빌려주라 급하게 필요한데
뭔데?
버스 카드 충전해야 돼
알았어 빌려줄게
고마워!"
돈 빌리기,"야 돈 좀 빌려줘
얼마나?
3만 원만 빌려줘 다음 달에 갚을게
너 돈 없으면 나한테 맨날 빌리네?
미안... 이번만 좀 빌려줘 ㅠㅠ
알았어 빌려줄게"
돈 빌리기,"야 혹시 돈 좀 빌려줄 수 있어?
얼마나 필요한데?
7만 원만 빌려주라 이번 주말까지 갚을게
너 돈 어디다 쓰려고?
친구 생일 선물 사야 돼
알았어 빌려줄게"
돈 빌리기,"야 혹시 돈 좀 빌려줄 수 있냐?
얼마나 필요한데?
이번 달 월세가 부족해서 10만 원만 빌려주라.
10만 원? 너 진짜 큰일 났네.
응... 다음 달에 바로 갚을게 ㅠㅠ
알았어 빌려줄게 계좌 불러.
진짜 고마워! 너밖에 없다.
힘내라 친구야.
고맙다!"
돈 빌리기,"야 돈 좀 빌려줘
얼마나 필요한데?
20만 원만 빌려주라 다음 달에 갚을게.
20만 원? 너 무슨 일 있어?
급하게 수술비가 필요해 ㅠㅠ
알았어 빌려줄게.
진짜 고마워! 평생 잊지 않을게.
몸 잘 챙겨."
돈 빌리기,"야 혹시 돈 좀 빌려줄 수 있냐?
얼마나 필요한데?
5천 원만 빌려주라.
5천 원? 너 또 뭐 사 먹으려고?
아니... 그냥 붕어빵 먹고 싶어 ㅠㅠ
알았어 빌려줄게.
고맙다!"
돈 빌리기,"야 돈 좀 빌려줘
얼마나?
15만 원만 빌려줘 다음 주에 갚을게.
너 돈 어디다 쓰려고?
여행 가려고!
알았어 빌려줄게. 신나게 놀다 와!"
돈 빌리기,"야 혹시 돈 좀 빌려줄 수 있어?
얼마나 필요한데?
1만 원만 빌려주라 급하게 필요한데.
뭔데?
버스비 없어 ㅠㅠ
알았어 빌려줄게.
고마워!"
돈 빌리기,"야 돈 좀 빌려줘
얼마나?
8만 원만 빌려줘 다음 달에 갚을게.
너 돈 없으면 나한테 맨날 빌리네?
미안... 이번만 좀 빌려줘 ㅠㅠ
알았어 빌려줄게."
돈 빌리기,"야 혹시 돈 좀 빌려줄 수 있냐?
얼마나 필요한데?
3만 원만 빌려주라 이번 주말까지 갚을게.
너 돈 어디다 쓰려고?
데이트해야 돼!
알았어 빌려줄게. 성공적인 데이트하길 바란다!"
돈 빌리기,"야 돈 좀 빌려줘
얼마나?
4만 원만 빌려줘 다음 달에 갚을게.
너 돈 없으면 나한테 맨날 빌리네?
미안... 진짜 이번이 마지막이야 ㅠㅠ
알았어 빌려줄게."
돈 빌리기,"야 혹시 돈 좀 빌려줄 수 있어?
얼마나 필요한데?
6만 원만 빌려주라 급하게 필요한데.
뭔데?
엄마 생신 선물 사야 돼 ㅠㅠ
알았어 빌려줄게. 효자네!"
돈 빌리기,"야 돈 좀 빌려줘
얼마나?
2만 5천 원만 빌려줘 다음 달에 갚을게.
너 돈 없으면 나한테 맨날 빌리네?
미안... 진짜 이번이 마지막이야 ㅠㅠ
알았어 빌려줄게."
돈 빌리기,"야 혹시 돈 좀 빌려줄 수 있냐?
미안 지금 나도 돈이 없어.
얼마나 필요한데?
2만 원만 빌려주라.
나도 이번 달 생활비 빠듯해서 힘들다.
아... 알았어.
다음에 꼭 빌려줄게.
고맙다...
미안."
돈 빌리기,"야 돈 좀 빌려줘
미안 나도 곧 돈 나갈 데가 많아.
얼마나 필요한데?
5만 원만 빌려주라.
미안.
알았어...
다음에 꼭 빌려줄게."
돈 빌리기,"야 혹시 돈 좀 빌려줄 수 있냐?
미안 나도 비상금 얼마 없어.
얼마나 필요한데?
만 원만 빌려주라.
미안.
알았어...
미안."
돈 빌리기,"야 돈 좀 빌려줘
미안 나도 요즘 돈 관리를 빡세게 하고 있어서.
얼마나?
3만 원만 빌려줘.
미안.
알았어...
다음에 꼭 빌려줄게."
돈 빌리기,"야 혹시 돈 좀 빌려줄 수 있어?
미안 나도 이번 달 카드값이 너무 많이 나왔어.
얼마나 필요한데?
7만 원만 빌려주라.
미안.
알았어...
다음에 꼭 빌려줄게."
